annotate,wr_lines,line_list_item_mask,,wh_id,wr_id
<s>`` artist<a0>,['`` artist'],[0],,244ba39a10fcee81e743868e7dab6f4672c822901df12ea225a2b99f,311
"<s>Calculator<a0><s>look for Spees<a1><s>fique out info for himself-didn't go to find resects<a0><s>Afrsed to touch the calculator<a1><s>came up with simple cases<a0><s>Jumped right into testing vs. creating plans<a0><s>) Backed him up to planning vs testivg right dnay<a0><s>Planning + Estimates + Schedile<a3><s>Identify what needs to be tested<a1><s>Very boxed approach not taking into account 1 neck timeframe<a0><s>Rough Plan checklist with help from others<a0><s>Foused more on testing us.<a0><s>putting arms around the whole issues)<a0><s>Do you know who the customers are?<a0><s>Doesn't go into a lot of detail<a0><s>What after testing?<a0><s>Report, file and regress bugs 300 bugs - Critical bgs had to lead him down the path during the whole scensmo.<a4><s>Could not think forward to the next thing.<a0><s>Could explain well what to do but didn't come up with it on his own.<a0><s>How do you garge Criticality:<a0><s>Understand User need<a4><s>ex. scientific vent into details<a0><s>100 Suggest not Shipping A<a0><s>Cost issues with shipping anyway<a0><s>Making management those<a0><s>document bugs in user marvel<a4><s>Alert customer support to explain to ustowers<a4><s>Wont push back<a0><s>Managers Response -<a0><s>nd what I could do and what he did, etc.<a0><s>Managers Angry no response<a0><s>doesn't know what to do<a0><s>Couldn't have done anything<a0><s>Explain my side - to explain both sides<a0>","['Calculator', 'look for Spees', ""fique out info for himself-didn't go to find resects"", 'Afrsed to touch the calculator', 'came up with simple cases', 'Jumped right into testing vs. creating plans', ') Backed him up to planning vs testivg right dnay', 'Planning + Estimates + Schedile', 'Identify what needs to be tested', 'Very boxed approach not taking into', 'account 1 neck timeframe', 'Rough Plan checklist', 'with help from others', 'Foused more on testing us. putting arms', 'around the whole issues)', 'Do you know who the customers are?', ""Doesn't go into a lot of detail"", 'What after testing?', 'Report, file and regress bugs', '300 bugs - Critical bgs', 'had to lead him down the path during', 'the whole scensmo. Could not think forward', 'to the next thing. Could explain well what to do', ""but didn't come up with it on his own."", 'How do you garge Criticality:', 'Understand User need', 'ex. scientific', 'vent into details', '100 Suggest not Shipping A', 'Cost issues with shipping anyway', 'Making management those', 'document bugs in user marvel', 'Alert customer support to explain to ustowers', 'Wont push back', 'Managers Response -', 'nd what I could do', 'and what he did, etc.', 'Managers Angry no response', ""doesn't know what to do"", ""Couldn't have done anything"", 'Explain my side - to explain both sides']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,244ba39a10fcee81e743868e7dab6f4672c822901df12ea225a2b99f,1
"<s>Next tasks:<a0><s>change units, then spin s should spin in new - units<a1><s>edit needs to confine to min/max<a1><s>check validation tests<a1><s>localize unit labels<a1><s>test incrementing in various units > spin in internal units, like orig. measure???<a1><s>(later) go ahead and set locale units (metric presets)<a1><s>instead of M-ApiType, all # communications pass the<a3><s>check on Lines page type<a1><s>consolidate: spin.<a1><s>get measurement *<a1><s>Format String ()<a0><s>Set Edit Text ()<a0><s>spin.<a0><s>too many times through Convert) etc.<a3><s>Setspin Precision<a3><s>check output precision.<a1><s>test for buffer overrun.<a1><s>spin precision per-instance, not static<a1>","['Next tasks:', 'change units, then spin s should spin', 'in new - units', 'edit needs to confine to min/max', 'check validation tests', 'localize unit labels', 'test incrementing in various', 'units > spin in internal units, like', 'orig. measure???', '(later) go ahead and set locale', 'units (metric presets)', 'instead of M-ApiType, all # communications', 'pass the', 'check on Lines page type', 'consolidate: spin. get measurement *', 'Format String ()', 'Set Edit Text ()', 'spin.', 'too many times through Convert) etc.', 'Setspin Precision', 'check output precision.', 'test for buffer overrun.', 'spin precision per-instance, not static']","[0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",,de66742dc121da4a6ee6d5043c0419bb85d2b5b361ca96b1771f28a9,1
<s>mux<a0>,['mux'],[0],,de66742dc121da4a6ee6d5043c0419bb85d2b5b361ca96b1771f28a9,158
<s>Tuesday<a0>,['Tuesday'],[0],,a811b1dfd98205d79c4b36b5d07c577d1685c8fcc697280c49ce13ad,1
<s>for (-lit.<a0>,['for (-lit.'],[0],,a811b1dfd98205d79c4b36b5d07c577d1685c8fcc697280c49ce13ad,184
"<s>Monday<a0><s>Go to Emmerson Kennedy (9:00).<a1><s>workout in morning<a1><s>Go to EHit lecture<a1><s>work out<a1><s>them Study Center<a1><s>Chemistry<a3><s>Finish Pre-lab homework<a1><s>It received Hit topic, brainstorm.<a1><s>Go to them<a1><s>Finish Econ homework<a1><s>Talk to Meghan<a1><s>Do laundry<a1><s>Wednesday<a0><s>Interview for volunteer hours.<a1><s>Finish Formal labs at Children's Lospital<a1><s>work out before ``-hit .<a1><s>Try to finish paper<a1><s>Go to Elie<a1><s>Go to chemistry<a1><s>Finish them homework<a1>","['Monday', 'Go to Emmerson Kennedy (9:00). workout in morning', 'Go to EHit lecture', 'work out', 'them Study Center', 'Chemistry', 'Finish Pre-lab homework', 'It received Hit topic, brainstorm. Go to them', 'Finish Econ homework', 'Talk to Meghan', 'Do laundry', 'Wednesday', 'Interview for volunteer hours. Finish Formal labs', ""at Children's Lospital"", 'work out before ``-hit . Try to finish paper', 'Go to Elie', 'Go to chemistry', 'Finish them homework']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",,a811b1dfd98205d79c4b36b5d07c577d1685c8fcc697280c49ce13ad,5
"<s>Turn in Pre lab<a1><s>split study time w/ Hit paper, and Formal lab write up.<a1>","['Turn in Pre lab', 'split study time w/', 'Hit paper, and', 'Formal lab write up.']","[1, 1, 0, 0]",,a811b1dfd98205d79c4b36b5d07c577d1685c8fcc697280c49ce13ad,153
<s>before class<a0><s>Go to Hit<a1><s>Go to Econ<a1><s>Go to Chem study Center<a1>,"['before class', 'Go to Hit', 'Go to Econ', 'Go to Chem study', 'Center']","[0, 1, 1, 1, 0]",,a811b1dfd98205d79c4b36b5d07c577d1685c8fcc697280c49ce13ad,126
<s>writeup<a0>,['writeup'],[0],,a811b1dfd98205d79c4b36b5d07c577d1685c8fcc697280c49ce13ad,180
"<s>To Do List<a1><s>Make an appointment with doctor to make sure I am fully immunized for my trip to SE Asia.<a1><s>obtain malaria pills and keep in a safe place.<a1><s>Call all of my credit cards/phone/ and car companies to pre-pay bills while I'm out of town.<a1><s>Purchase summer clothes, bug spray, mosquito netting, New swimsuit, sun block, and a few new cd's.<a1><s>Buy a ticket to New Zealand from Bangkok for Feb. 10th and return to Ko samui on Feb 24.<a1><s>Buy a ticket to Oklahoma City for May 4th.<a1><s>Get shifts covered for both trips.<a1><s>Make copies of all documents..... passport/birth certificate/debit card/iid/airline ticket<a1><s>Leave tinerary and copies with mom.<a1><s>make a packing list of everything I need for my trip to check off as I go!<a1>","['To Do List', 'Make an appointment with doctor to make', 'sure I am fully immunized for my trip to SE Asia.', 'obtain malaria pills and keep in a safe place.', 'Call all of my credit cards/phone/ and car companies', ""to pre-pay bills while I'm out of town."", 'Purchase summer clothes, bug spray, mosquito', 'netting, New swimsuit, sun block, and a few', ""new cd's."", 'Buy a ticket to New Zealand from Bangkok for', 'Feb. 10th and return to Ko samui on Feb 24.', 'Buy a ticket to Oklahoma City for May 4th.', 'Get shifts covered for both trips.', 'Make copies of all documents.....', 'passport/birth certificate/debit card/iid/airline ticket', 'Leave tinerary and copies with mom.', 'make a packing list of everything I', 'need for my trip to check off as I go!']","[0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0]",,244d8271583ed96294d278f5a240ac5adfdfdba2be0fece9719f822c,1
"<s>To Do<a0><s>Go to REI-buy backpack (today)<a1><s>Meet Katelyn for lunch (Ruth's Chris-12:30)<a1><s>Finish packing<a1><s>Lay out instructions for mom (phone #'s, check book, bills)<a1><s>Drop car off in Seattle<a1><s>Meet Derek for dinner @ Tia Lou's<a1><s>pick up gift certificates<a1><s>Set Alarm & get some sleep!<a1><s>Tomorrow:<a0><s>wake-up@ :15am<a1><s>Eat breakfast<a1><s>Erin will pick me up @ 5:30<a0><s>to Airport<a1>","['To Do', 'Go to REI-buy backpack (today)', ""Meet Katelyn for lunch (Ruth's Chris-12:30)"", 'Finish packing', ""Lay out instructions for mom (phone #'s, check"", 'book, bills)', 'Drop car off in Seattle', ""Meet Derek for dinner @ Tia Lou's"", 'pick up gift certificates', 'Set Alarm & get some sleep!', 'Tomorrow:', 'wake-up@ :15am', 'Eat breakfast', 'Erin will pick me up @ 5:30', 'to Airport']","[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]",,7c0ec147a52185b73e32aae43508a5ab9a0443703b7c3f6136695778,1
<s>TMT 24K Augur 2004.<a0>,['TMT 24K Augur 2004.'],[0],,3c5e91828781869feebf28e63a9202f7e0d207adea02ef5154dd64d0,1
<s>sc.<a0>,['sc.'],[0],,3c5e91828781869feebf28e63a9202f7e0d207adea02ef5154dd64d0,364
"<s>CEO -<a0><s>Andover War Memorial Hospital - proposal is to veremburse 50% of changes<a0><s>Matthew . Vigoro , (Suicide) Rivendale - some very serias issus are being invertigated.<a0><s>Main Agenda items<a0><s>Iran 6 (Choice)<a0><s>To place the paper on WD DMT agenda<a0><s>- to discus position of divectiuate and agree how we respond/ who might lead.<a0><s>To repat back at end C September.<a0><s>Iven 7 (Race Equality Toolkit)<a0><s>Discussion look place regards area's which might pilt ?<a0><s>solon CNDT. Mchammed will come along and facials a workshop (1 day) to do this- suscar December /Jan. Iven 8<a0><s>(Corporate objectives)<a0><s>Reviewed line by line.<a0><s>feedback from . survey (LD)<a0><s>-agree when they will attend DMT.<a4><s>feedback from survey (LD)<a0><s>-agree when they will attend DMT.<a4><s>Item 9 (Pre-registralic Renn Waining)<a0><s>D's cnued and agreed in prhnople to proceed<a0><s>Nem (SEDC effective team waking/leadership)<a0><s>Discussed the proposal-need the option to be considered at DMT (LD)<a4><s>To identify 2 LD managers to be naminated.<a1><s>Iven 12 (Trust AGM)<a0><s>Discurred- To speak to Nicki B to confirm her involvement in a grays work as a facilitator.<a1><s>Iven 13 (Temporary Stall)<a0><s>Reput recived and discuses with TMT.<a0><s>Adion- need to speak to Gray Weedon ire Peach Courage.<a1><s>A proposal ?<a0><s>will be takes to next Trit ve recuilmend issuey<a0><s>Rival travel allowance<a0><s>Loyally bonus<a0><s>Ander fee/Iubrodudia<a0><s>15 (Consultant Carrack)<a0><s>Discurion wih national reps held.<a0><s>Woksngps have been organised to explore there issues hilted.<a0><s>SC to Collawup wih RBaker regardy copies of lob plans. s<a0>","['CEO -', 'Andover War Memorial Hospital - proposal is to veremburse 50% of changes', 'Matthew . Vigoro , (Suicide) Rivendale - some very serias issus are being invertigated.', 'Main Agenda items', 'Iran 6 (Choice)', 'To place the paper on WD DMT agenda - to discus position of divectiuate', 'and agree how we respond/ who might lead. To repat back at end', 'C September.', 'Iven 7 (Race Equality Toolkit)', ""Discussion look place regards area's which might pilt ? solon CNDT. Mchammed"", 'will come along and facials a workshop (1 day) to do this- suscar December /Jan.', 'Iven 8 (Corporate objectives)', 'Reviewed line by line.', 'feedback from . survey (LD) -agree when they will attend DMT.', 'feedback from survey (LD) -agree when they will attend DMT.', 'Item 9 (Pre-registralic Renn Waining)', ""D's cnued and agreed in prhnople to proceed"", 'Nem (SEDC effective team waking/leadership)', 'Discussed the proposal-need the option to be considered at DMT (LD)', 'To identify 2 LD managers to be naminated.', 'Iven 12 (Trust AGM)', 'Discurred- To speak to Nicki B to confirm her involvement in a grays', 'work as a facilitator.', 'Iven 13 (Temporary Stall)', 'Reput recived and discuses with TMT. Adion- need to speak to', 'Gray Weedon ire Peach Courage.', 'A proposal ? will be takes to next Trit ve recuilmend issuey', 'Rival travel allowance', 'Loyally bonus', 'Ander fee/Iubrodudia', '15 (Consultant Carrack)', 'Discurion wih national reps held. Woksngps have been organised to', 'explore there issues hilted.', 'SC to Collawup wih RBaker regardy copies of lob plans. s']","[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0]",,3c5e91828781869feebf28e63a9202f7e0d207adea02ef5154dd64d0,36
<s>sypmt.<a0>,['sypmt.'],[0],,3c5e91828781869feebf28e63a9202f7e0d207adea02ef5154dd64d0,371
<s>finances - - new management arrange wets come into being from Septemberor.<a0><s>Agenda for change: - some new information will<a0>,"['finances - - new management arrange wets come into being from Septemberor.', 'Agenda for change: - some new information will']","[1, 1]",,3c5e91828781869feebf28e63a9202f7e0d207adea02ef5154dd64d0,8
<s>SC<a0>,['SC'],[0],,3c5e91828781869feebf28e63a9202f7e0d207adea02ef5154dd64d0,378
<s>To Do<a0><s>Deal with LH2M stuff<a1><s>seal up UPS job<a1><s>Look more into charity auctions<a1><s>Christmas shopping<a1><s>Econ discovery project<a1><s>Math homework<a1><s>Clean room<a1><s>Take clothes to dry-cleaner<a1><s>Get Santa pictures<a1><s>Look into buying a can<a1><s>Buy black slacks<a1><s>Buy new shoes<a1><s>Get glasses<a1><s>E-mail Joann<a1><s>Get charity list from Dad<a1><s>Talk to Providence people<a1><s>Register for winter quarter<a1><s>Christmas list<a3>,"['To Do', 'Deal with LH2M stuff', 'seal up UPS job', 'Look more into charity auctions', 'Christmas shopping', 'Econ discovery project', 'Math homework', 'Clean room', 'Take clothes to dry-cleaner', 'Get Santa pictures', 'Look into buying a can', 'Buy black slacks', 'Buy new shoes', 'Get glasses', 'E-mail Joann', 'Get charity list from Dad', 'Talk to Providence people', 'Register for winter quarter', 'Christmas list']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,ead0d044fecabb9fa6d831795d0f5152841641fffdd3909a80a59005,1
"<s>70-D0000<a0><s>Thursday December 2<a0><s>soc. test!<a3><s>Boy's} Girls club<a3><s>fex spanish composicion<a1><s>write cover letter<a3><s>check email-interview?<a1><s>write Gma} Gpa<a1><s>mail all letters<a1><s>do laundry<a1><s>write essay for Grand Lake application<a1><s>Friday December 3<a0><s>interview<a1><s>Spanish-work on group project<a1><s>deposet $lun bank<a1><s>workout!<a1><s>Christmas shopping<a1><s>buy Christmas cards, cold medicine<a1><s>babysit<a1>","['70-D0000', 'Thursday December 2', 'soc. test!', ""Boy's} Girls club"", 'fex spanish composicion', 'write cover letter', 'check email-interview?', 'write Gma} Gpa', 'mail all letters', 'do laundry', 'write essay for Grand Lake application', 'Friday December 3', 'interview', 'Spanish-work on group project', 'deposet $lun bank', 'workout!', 'Christmas shopping', 'buy Christmas cards, cold medicine', 'babysit']","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",,b09ae8b3aa63fbc312294fa8e6424392711fbbe18bcf8df4207c63d2,1
<s>To do list.<a0><s>Clean Kitchen-<a1><s>Pay Bills.<a1><s>Wash car<a1><s>4 Meet with wanda<a1><s>Work at 5:30<a1><s>6 Work out<a1><s>Go to Top foods.<a1><s>8-hang Photos in living room<a1><s>Take Erika to the Movies<a1><s>cook Dinner for Mother in law.<a1><s>Clean Down Stairs Bathroom<a1><s>12. Wash Dog<a1><s>13. Call Dad<a1><s>Pick up Mary from the airport.<a1><s>15. Call Mom about the cabin meeting.<a1><s>Send Dad the wedding photos.<a1><s>return harley's tork Driver set.<a1><s>order the white leds for the cell Phone.<a1><s>Fix Sink<a1>,"['To do list.', 'Clean Kitchen-', 'Pay Bills.', 'Wash car', '4 Meet with wanda', 'Work at 5:30', '6 Work out', 'Go to Top foods.', '8-hang Photos in living room', 'Take Erika to the Movies', 'cook Dinner for Mother in law.', 'Clean Down Stairs Bathroom', '12. Wash Dog', '13. Call Dad', 'Pick up Mary from the airport.', '15. Call Mom about the cabin meeting.', 'Send Dad the wedding photos.', ""return harley's tork Driver set."", 'order the white leds for the cell Phone.', 'Fix Sink']","[0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",,c8a27121088efeea77af1e750f93acdef8d1caacfb65120f6fb5f600,1
"<s>CEO:<a0><s>Andover War Memorial Hospital - proposal is to veremburse 50% of changes<a0><s>Matthew . Vigoro , (Suicide) Rivendale - some very serias issus are being invertigated.<a0><s>Main Agenda items<a0><s>Iran 6 (Choice)<a0><s>To place the paper on WD DMT agenda<a0><s>- to discus position of divectiuate and agree how we respond/ who might lead.<a0><s>To repat back at end C September.<a0><s>Iven 7 (Race Equality Toolkit)<a0><s>Discussion look place regards area's which might pilt ?<a0><s>solon CNDT. Mchammed will come along and facials a workshop (1 day) to do this- suscar December /Jan. Iven 8<a0><s>(Corporate objectives)<a0><s>Reviewed line by line.<a0><s>feedback from . survey (LD)<a0><s>-agree when they will attend DMT.<a4><s>feedback from survey (LD)<a0><s>-agree when they will attend DMT.<a4><s>Item 9 (Pre-registralic Rnn Waining)<a0><s>D's cnued and agreed in prhnople to proceed<a0><s>Nem (SEDC effective team waking/leadership)<a0><s>Discussed the proposal-need the option to be considered at DMT (LD)<a4><s>To identify 2 LD managers to be naminated.<a1><s>Iven 12 (Trust AGM)<a0><s>Discurred- To speak to Nicki B to confirm her involvement in a grays work as a facilitator.<a1><s>Iven 13 (Temporary Stall)<a0><s>Reput recived and discuses with TMT.<a0><s>Adion- need to speak to Gray Weedon ire Peach Courage.<a1><s>A proposal ?<a0><s>will be takes to next Trit ve recuilmend issuey<a0><s>Rival travel allowance<a0><s>Loyally bonus<a0><s>Ander fee/Iubrodudia<a0><s>15 (Consultant Carrack)<a0><s>Discurion wih national reps held.<a0><s>Woksngps have been organised to explore there issues hilted.<a0><s>SC to Collawup wih RBaker regardy copies of lob plans. s<a0>","['CEO:', 'Andover War Memorial Hospital - proposal is to veremburse 50% of changes', 'Matthew . Vigoro , (Suicide) Rivendale - some very serias issus are being invertigated.', 'Main Agenda items', 'Iran 6 (Choice)', 'To place the paper on WD DMT agenda - to discus position of divectiuate', 'and agree how we respond/ who might lead. To repat back at end', 'C September.', 'Iven 7 (Race Equality Toolkit)', ""Discussion look place regards area's which might pilt ? solon CNDT. Mchammed"", 'will come along and facials a workshop (1 day) to do this- suscar December /Jan.', 'Iven 8 (Corporate objectives)', 'Reviewed line by line.', 'feedback from . survey (LD) -agree when they will attend DMT.', 'feedback from survey (LD) -agree when they will attend DMT.', 'Item 9 (Pre-registralic Rnn Waining)', ""D's cnued and agreed in prhnople to proceed"", 'Nem (SEDC effective team waking/leadership)', 'Discussed the proposal-need the option to be considered at DMT (LD)', 'To identify 2 LD managers to be naminated.', 'Iven 12 (Trust AGM)', 'Discurred- To speak to Nicki B to confirm her involvement in a grays', 'work as a facilitator.', 'Iven 13 (Temporary Stall)', 'Reput recived and discuses with TMT. Adion- need to speak to', 'Gray Weedon ire Peach Courage.', 'A proposal ? will be takes to next Trit ve recuilmend issuey', 'Rival travel allowance', 'Loyally bonus', 'Ander fee/Iubrodudia', '15 (Consultant Carrack)', 'Discurion wih national reps held. Woksngps have been organised to', 'explore there issues hilted.', 'SC to Collawup wih RBaker regardy copies of lob plans. s']","[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0]",,7849c50555c4f6e8b09d6444f987fc071ec3de57d7f3ba02c41f710a,36
"<s>My week Schedule<a0><s>work weekend (lean house)<a1><s>School 10:30-12:30 Mon - Friday<a1><s>Dearest Girl"" all this week<a1><s>Mondy-Introduction<a1><s>Tuesday-Decorate room<a1><s>Wednesday-Party!<a1><s>Thursday-Pool/swimmily contest<a1><s>Friday - Find out winners<a1><s>Doctor Appainments<a1><s>Skateboard Tuesdy<a1><s>snowboard Saturday<a1><s>Date with Lauren Friday<a1><s>Clan my room Friday<a1><s>00 visit parents sundry<a1><s>Do homework 2 hours Monday - Friday<a1><s>Get tattoo mednesdy<a1><s>work out mendy, wedresdy. Fridy<a1><s>Do writing sample on 4.20.04<a1><s>Paint a piture<a1>","['My week Schedule', 'work weekend (lean house)', 'School 10:30-12:30 Mon - Friday', 'Dearest Girl"" all this week', 'Mondy-Introduction', 'Tuesday-Decorate room', 'Wednesday-Party!', 'Thursday-Pool/swimmily contest', 'Friday - Find out winners', 'Doctor Appainments', 'Skateboard Tuesdy', 'snowboard Saturday', 'Date with Lauren Friday', 'Clan my room Friday', '00 visit parents sundry', 'Do homework 2 hours Monday - Friday', 'Get tattoo mednesdy', 'work out mendy, wedresdy. Fridy', 'Do writing sample on 4.20.04', 'Paint a piture']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,edac868ae10cccca5a9c74014f82e4138a8fab58860eaea918640e5e,1
"<s>To Do December 7th and Or....<a0><s>maumummmadnomummoum<a0><s>David Boctor: feels that we should hide the inking toolbar but perhaps leave the next and preu. buttons visible.<a1><s>Office Pack: Ore image tablet for usability tests next week.<a1><s>mummmmmmmnr<a0><s>check with koji on ppt. animation,<a1><s>B Ask Justin about switching to the square tip, blue.<a1><s>@ Anything else?<a0><s>Porsing: Oclean up the labeling Rules doe then set up areview<a1><s>mum Otmail Sashi he file spliting improvements.<a3><s>& Review the File Collector Spec.<a1><s>@ Clearly detail all the bugs in the labeler.<a1><s>Rebuilding the labeler.<a1><s>@ Follow up on the and line verifier with Sasha<a1><s>mum Other: 0 set up a meeting with Bert to say hi, and to talk about app consistency.<a1>","['To Do December 7th and Or....', 'maumummmadnomummoum', 'David Boctor: feels that we should hide the inking toolbar', 'but perhaps leave the next and preu. buttons', 'visible.', 'Office Pack: Ore image tablet for usability tests next week.', 'mummmmmmmnr check with koji on ppt. animation,', 'B Ask Justin about switching to the square tip,', 'blue.', '@ Anything else?', 'Porsing: Oclean up the labeling Rules doe then set up areview', 'mum Otmail Sashi he file spliting improvements.', '& Review the File Collector Spec.', '@ Clearly detail all the bugs in the labeler.', 'Rebuilding the labeler.', '@ Follow up on the and line verifier with Sasha', 'mum Other: 0 set up a meeting with Bert to say hi, and to talk', 'about app consistency.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,6632ad2d0bb798c613beab7bad5a4b3625e58c3e888e6c54660646f7,1
<s>nummacmmm<a0>,['nummacmmm'],[0],,6632ad2d0bb798c613beab7bad5a4b3625e58c3e888e6c54660646f7,153
<s>TI Str.<a0>,['TI Str.'],[0],,60bbdc5d688c779ea4893b015426729ec92b5f14bf05b5c1fda1d2ff,1
<s>u<a0><s>what priority world undo have with or without parsing.<a0><s>No reparse with in do issue.<a0><s>Parse structure in an Avalon tree issue<a1><s>New parsing ink features missing from ink structure gestures slide<a0><s>Meeting with all of our clients in the stoue room(?)<a1><s>Avoid going back forth<a0><s>what's our backup plan if our clients don't by off on the new re-design<a0>,"['u', 'what priority world undo have with or', 'without parsing. No reparse with in do issue.', 'Parse structure in an Avalon tree issue', 'New parsing ink features missing from', 'ink structure gestures slide', 'Meeting with all of our clients in the', 'stoue room(?) Avoid going back forth', ""what's our backup plan if our clients don't"", 'by off on the new re-design']","[0, 1, 0, 1, 1, 0, 1, 0, 1, 0]",,60bbdc5d688c779ea4893b015426729ec92b5f14bf05b5c1fda1d2ff,6
<s>Ai<a0>,['Ai'],[0],,60bbdc5d688c779ea4893b015426729ec92b5f14bf05b5c1fda1d2ff,110
"<s>Parsing Adds/<a0><s>Moving engine into C#, what does that do with Reco Integration? Including Gestures<a0><s>Do these slides accurately of leet the work with marching<a0><s>Using Robovision for testing C:)<a1><s>Leveraging work between Reo + Parsing re: dearacy harness<a0><s>Using der resources across the team for wilding the incrementality tool.<a0><s>Change to a der feature<a1><s>Meeting with Alexbo and the MSR Chins folks to decide what their input is.<a1><s>Labeling atsourced ""cleanly""<a1><s>Dedicated PM to put pressure on clients<a1><s>leverage MR china tools - labeling tool<a1><s>MR china doesn't have Test resources or process in place, Does it make sense to have an STE on their end<a0><s>Need iA if we do pluggable parsers<a0><s>Grega Holander re: labeling.<a1><s>Can he help?<a0><s>Need to hale a meeting with Agatha etc.<a1>","['Parsing Adds/', 'Moving engine into C#, what does', 'that do with Reco Integration?', 'Including Gestures', 'Do these slides accurately of leet the work', 'with marching', 'Using Robovision for testing C:)', 'Leveraging work between Reo + Parsing', 're: dearacy harness', 'Using der resources across the team', 'for wilding the incrementality tool.', 'Change to a der feature', 'Meeting with Alexbo and the MSR', 'Chins folks to decide what their input is.', 'Labeling atsourced ""cleanly""', 'Dedicated PM to put pressure on clients', 'leverage MR china tools - labeling tool', ""MR china doesn't have Test resources or"", 'process in place, Does it make sense to', 'have an STE on their end', 'Need iA if we do pluggable parsers', 'Grega Holander re: labeling. Can he', 'help? Need to hale a meeting with Agatha', 'etc.']","[0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]",,60bbdc5d688c779ea4893b015426729ec92b5f14bf05b5c1fda1d2ff,115
"<s>Software Minds<a0><s>""Co. doing gad.<a0><s>Helps Software Co. better run this bees.<a0><s>Has 3 studies going on now<a0><s>Project owl my to study the 9500ChamelPorfien<a1><s>will be presented@ Fosin<a3><s>segmented reports delivend to Parton<a1><s>want online analytics<a1><s>Content designed by Partner Council<a1><s>Contact is Christina Hart@ Ms<a0><s>want to Spec out On line Analytics frrs and potentally Reuse for other state<a1><s><a3><s>Timeframes<a3><s>. Repeatable<a3><s>A Software Co. Registers<a3><s>Haw a lege Initial forge<a1><s>Have a number of mico serneys<a1><s>what would it take to do analysis Results of Survey data?<a0><s>Survey.<a3><s>Asks for aug Revenw/Sale -Ratio<a1><s>hard to aggregate that data<a0><s>what reports<a0><s>who co using the report<a0><s>when are they viewing repartsts<a0><s>Do Q's change?<a0>","['Software Minds', '""Co. doing gad.', 'Helps Software Co. better run this bees.', 'Has 3 studies going on now', 'Project owl my to study the 9500ChamelPorfien', 'will be presented@ Fosin', 'segmented reports delivend to Parton', 'want online analytics', 'Content designed by Partner Council', 'Contact is Christina Hart@ Ms', 'want to Spec out On line Analytics frrs', 'and potentally Reuse for other state', 'Timeframes', '. Repeatable', 'A Software Co. Registers', 'Haw a lege Initial forge', 'Have a number of mico serneys', 'what would it take to do analysis Results', 'of Survey data?', 'Survey. Asks for aug Revenw/Sale -Ratio', 'hard to aggregate that data', 'what reports', 'who co using the report', 'when are they viewing repartsts', ""Do Q's change?""]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]",,a51a562fca15126ac48157552cc31e46be18b3231b3fe58f845657f4,1
